Show_Name,Date_Close,Date_Open,Year,Days Open,Prod_Type,Show_Type,Theatre,,,,
The Temptations / The Four Tops,3/30/1986,3/25/1986,1986,5,Original Production,Special,Minskoff Theatre,,,,
Precious Sons,5/10/1986,3/20/1986,1986,51,Revival,Play,Longacre Theatre,,,,
"Peter, Paul & Mary ""From Bleecker to Broadway""",3/23/1986,3/18/1986,1986,5,Original Production,Special,Minskoff Theatre,,,,
Execution of Justice,3/22/1986,3/13/1986,1986,9,Original Production,Play,Virginia Theatre,,,,
Patti La Belle,3/9/1986,2/18/1986,1986,19,Original Production,Special,Minskoff Theatre,,,,
The Caretaker,3/9/1986,1/30/1986,1986,38,Original Production,Play,Circle in the Square,,,,
Uptown...It's Hot!,2/16/1986,1/28/1986,1986,19,Original Production,Revue,Lunt-Fontanne Theatre,,,,
Jerome Kern Goes to Hollywood,2/1/1986,1/23/1986,1986,9,Revival,Revue,Ritz Theatre,,,,
Lillian,2/23/1986,1/16/1986,1986,38,Revival,Play,Ethel Barrymore Theatre,,,,
Corpse!,4/20/1986,1/5/1986,1986,105,Revival,Play,Hayes Theatre,,,,
Benefactors,6/29/1986,12/22/1985,1985,189,Original Production,Play,Brooks Atkinson Theatre,,,,
The Robert Klein Show!,1/4/1986,12/20/1985,1985,15,Revival,Special,Circle in the Square,,,,
Wind in the Willows,12/22/1985,12/19/1985,1985,3,Original Production,Musical,Nederlander Theatre,,,,
Jerry's Girls,4/20/1986,12/18/1985,1985,123,Original Production,Revue,St. James Theatre,,,,
Hay Fever,3/29/1986,12/12/1985,1985,107,Original Production,Play,Music Box Theatre,,,,
Blood Knot,3/2/1986,12/10/1985,1985,82,Revival,Play,John Golden Theatre,,,,
The Mystery of Edwin Drood,5/16/1987,12/2/1985,1985,530,Revival,Musical,Imperial Theatre,,,,
The Boys of Winter,12/8/1985,12/1/1985,1985,7,Revival,Play,Biltmore Theatre,,,,
I'm Not Rappaport,1/17/1988,11/19/1985,1985,789,Original Production,Play,Booth Theatre,,,,
The News,11/9/1985,11/7/1985,1985,2,Original Production,Musical,Hayes Theatre,,,,
Mayor,1/5/1986,10/23/1985,1985,74,Original Production,Musical,Latin Quarter,,,,
The Marriage of Figaro,12/15/1985,10/10/1985,1985,66,Original Production,Play,Circle in the Square,,,,
Tango Argentino,3/30/1986,10/9/1985,1985,172,Revival,Revue,Mark Hellinger Theatre,,,,
Leave It to Jane,1/18/1986,10/2/1985,1985,108,Original Production,Musical,Goodspeed Opera House,,,,
The Iceman Cometh,12/1/1985,9/29/1985,1985,63,Original Production,Play,Lunt-Fontanne Theatre,,,,
The Search for Signs of Intelligent Life in the Universe,10/5/1986,9/26/1985,1985,374,Revival,Special,Plymouth Theatre,,,,
Song and Dance,11/8/1986,9/18/1985,1985,416,Revival,Musical,Royale Theatre,,,,
Singin' in the Rain,5/18/1986,7/2/1985,1985,320,Original Production,Musical,Gershwin Theatre,,,,
Babes in Arms,8/9/1985,6/26/1985,1985,44,Revival,Musical,Music Hall,,,,
The Odd Couple,2/23/1986,6/11/1985,1985,257,Revival,Play,Broadhurst Theatre,,,,
Arms and the Man,9/1/1985,5/30/1985,1985,94,Original Production,Play,Circle in the Square,,,,
Doubles,1/4/1986,5/8/1985,1985,241,Original Production,Special,Ritz Theatre,,,,
As Is,1/4/1986,5/1/1985,1985,248,Revival,Play,Lyceum Theatre,,,,
Aren't We All?,7/21/1985,4/29/1985,1985,83,Original Production,Play,Brooks Atkinson Theatre,,,,
Big River,9/20/1987,4/25/1985,1985,878,Original Production,Musical,Eugene O'Neill Theatre,,,,
Grind,6/22/1985,4/16/1985,1985,67,Original Production,Musical,Mark Hellinger Theatre,,,,
Take Me Along,4/14/1985,4/14/1985,1985,0,Revival,Musical,Martin Beck Theatre,,,,
Leader of the Pack,7/21/1985,4/8/1985,1985,104,Revival,Musical,Ambassador Theatre,,,,
Biloxi Blues,6/28/1986,3/28/1985,1985,457,Revival,Play,Neil Simon Theatre,,,,
Joe Egg,6/23/1985,3/27/1985,1985,88,Original Production,Play,Longacre Theatre,,,,
"Sing, Mahalia, Sing",9/1/1985,3/26/1985,1985,159,Revival,Musical,Warner Theatre,,,,
Requiem for a Heavyweight,3/9/1985,3/7/1985,1985,2,Original Production,Play,Martin Beck Theatre,,,,
The Loves of Anatol,4/14/1985,3/6/1985,1985,39,Original Production,Play,Circle in the Square,,,,
The Octette Bridge Club,3/23/1985,3/5/1985,1985,18,Original Production,Play,Music Box Theatre,,,,
Strange Interlude,5/5/1985,2/21/1985,1985,73,Original Production,Play,Nederlander Theatre,,,,
Pack of Lies,5/25/1985,2/11/1985,1985,103,Original Production,Play,Royale Theatre,,,,
Harrigan 'n Hart,2/3/1985,1/31/1985,1985,3,Original Production,Musical,Longacre Theatre,,,,
The King and I,6/30/1985,1/7/1985,1985,174,Original Production,Musical,Broadway Theatre,,,,
Dancing in the End Zone,1/26/1985,1/3/1985,1985,23,Original Production,Play,Ritz Theatre,,,,
Home Front,1/12/1985,1/2/1985,1985,10,Revival,Play,Royale Theatre,,,,
Doug Henning & His World of Magic,1/27/1985,12/11/1984,1984,47,Revival,Special,Lunt-Fontanne Theatre,,,,
André DeShield's Harlem Nocturne,12/30/1984,11/18/1984,1984,42,Original Production,Revue,Latin Quarter,,,,
Accidental Death of an Anarchist,12/1/1984,11/15/1984,1984,16,Original Production,Play,Belasco Theatre,,,,
The Three Musketeers,11/18/1984,11/11/1984,1984,7,Original Production,Operetta,Broadway Theatre,,,,
The Three Musketeers,11/18/1984,11/11/1984,1984,7,Original Production,Operetta,,,,,
Whoopi Goldberg,3/10/1985,10/24/1984,1984,137,Original Production,Special,Lyceum Theatre,,,,
Alone Together,1/12/1985,10/21/1984,1984,83,Original Production,Play,Music Box Theatre,,,,
Cyrano de Bergerac,1/19/1985,10/16/1984,1984,95,Original Production,Play,Gershwin Theatre,,,,
Cyrano de Bergerac / Much Ado About Nothing,1/16/1985,10/14/1984,1984,94,Original Production,Play,Gershwin Theatre,,,,
Much Ado About Nothing,1/16/1985,10/14/1984,1984,94,Original Production,Play,Gershwin Theatre,,,,
Ma Rainey's Black Bottom,6/9/1985,10/11/1984,1984,241,Revival,Play,Cort Theatre,,,,
Kipling,10/21/1984,10/10/1984,1984,11,Original Production,Play,Royale Theatre,,,,
Quilters,10/14/1984,9/25/1984,1984,19,Original Production,Musical,Jack Lawrence Theatre,,,,
Death of a Salesman,11/18/1984,9/14/1984,1984,65,Original Production,Play,Broadhurst Theatre,,,,
Patti La Belle on Broadway,9/16/1984,9/11/1984,1984,5,Original Production,Special,Gershwin Theatre,,,,
Hurlyburly,6/2/1985,8/7/1984,1984,299,Original Production,Play,Ethel Barrymore Theatre,,,,
Oedipus Rex,7/22/1984,7/17/1984,1984,5,Original Production,Play,Vivian Beaumont Theatre,,,,
Design For Living,1/20/1985,6/20/1984,1984,214,Revival,Play,Circle in the Square,,,,
The Wiz,6/3/1984,5/24/1984,1984,10,Original Production,Musical,Lunt-Fontanne Theatre,,,,
The Babe,5/20/1984,5/17/1984,1984,3,Revival,Special,Princess Theatre,,,,
End of the World,6/2/1984,5/6/1984,1984,27,Original Production,Play,Music Box Theatre,,,,
A Woman of Independent Means,5/13/1984,5/3/1984,1984,10,Original Production,Play,Biltmore Theatre,,,,
Sunday in the Park with George,10/13/1985,5/2/1984,1984,529,Original Production,Musical,Booth Theatre,,,,
A Moon for the Misbegotten,6/9/1984,5/1/1984,1984,39,Original Production,Play,Cort Theatre,,,,
Oliver!,5/13/1984,4/29/1984,1984,14,Original Production,Musical,Mark Hellinger Theatre,,,,
Play Memory,4/29/1984,4/26/1984,1984,3,Original Production,Play,Longacre Theatre,,,,
Beethoven's Tenth,5/13/1984,4/22/1984,1984,21,Original Production,Play,Nederlander Theatre,,,,
Shirley MacLaine on Broadway,5/27/1984,4/19/1984,1984,38,Original Production,Special,Gershwin Theatre,,,,
The Golden Age,5/6/1984,4/12/1984,1984,24,Original Production,Play,Jack Lawrence Theatre,,,,
The Human Comedy,4/15/1984,4/5/1984,1984,10,Original Production,Musical,Royale Theatre,,,,
Death of a Salesman,7/1/1984,3/29/1984,1984,94,Revival,Play,Broadhurst Theatre,,,,
Glengarry Glen Ross,2/17/1985,3/25/1984,1984,329,Original Production,Play,John Golden Theatre,,,,
Awake and Sing!,4/29/1984,3/8/1984,1984,52,Original Production,Play,Circle in the Square,,,,
The Rink,8/4/1984,2/9/1984,1984,177,Revival,Musical,Martin Beck Theatre,,,,
Open Admissions,2/12/1984,1/29/1984,1984,14,Original Production,Play,Music Box Theatre,,,,
Ian McKellen: Acting Shakespeare,2/19/1984,1/19/1984,1984,31,Original Production,Play,Ritz Theatre,,,,
The Real Thing,5/12/1985,1/5/1984,1984,493,Original Production,Play,Plymouth Theatre,,,,
The Tap Dance Kid,8/11/1985,12/21/1983,1983,599,Original Production,Musical,Broadhurst Theatre,,,,
Peg,12/17/1983,12/14/1983,1983,3,Original Production,Special,Lunt-Fontanne Theatre,,,,
Noises Off,4/6/1985,12/11/1983,1983,482,Original Production,Play,Brooks Atkinson Theatre,,,,
Heartbreak House,2/5/1984,12/7/1983,1983,60,Original Production,Play,Circle in the Square,,,,
Baby,7/1/1984,12/4/1983,1983,210,Revival,Musical,Ethel Barrymore Theatre,,,,
The Glass Menagerie,2/19/1984,12/1/1983,1983,80,Original Production,Play,Eugene O'Neill Theatre,,,,
Doonesbury,2/19/1984,11/21/1983,1983,90,Revival,Musical,Biltmore Theatre,,,,
Marilyn,12/3/1983,11/20/1983,1983,13,Original Production,Musical,Minskoff Theatre,,,,
Carmen,11/15/1987,11/17/1983,1983,1459,Original Production,Opera,Vivian Beaumont Theatre,,,,
Amen Corner,12/4/1983,11/10/1983,1983,24,Original Production,Musical,Nederlander Theatre,,,,
Brothers,11/9/1983,11/9/1983,1983,0,Revival,Play,Music Box Theatre,,,,
American Buffalo,2/4/1984,10/27/1983,1983,100,Original Production,Play,Booth Theatre,,,,
Zorba,9/2/1984,10/16/1983,1983,322,Original Production,Musical,Broadway Theatre,,,,
Edmund Kean,10/29/1983,9/27/1983,1983,32,Revival,Play,Brooks Atkinson Theatre,,,,
The Corn Is Green,9/18/1983,8/22/1983,1983,27,Original Production,Play,Lunt-Fontanne Theatre,,,,
La Cage aux Folles,11/15/1987,8/21/1983,1983,1547,Original Production,Musical,Palace Theatre,,,,
Chaplin,9/24/1983,8/12/1983,1983,43,Original Production,Special,Music Center Pavilion,,,,
Mame,8/28/1983,7/24/1983,1983,35,Revival,Musical,Gershwin Theatre,,,,
The Guys in the Truck,6/19/1983,6/19/1983,1983,0,Original Production,Play,New Apollo Theatre,,,,
Passion,8/8/1983,5/15/1983,1983,85,Original Production,Play,Longacre Theatre,,,,
Dance a Little Closer,5/11/1983,5/11/1983,1983,0,Original Production,Musical,Minskoff Theatre,,,,
The Flying Karamazov Brothers,6/12/1983,5/10/1983,1983,33,Original Production,Special,Ritz Theatre,,,,
Private Lives,7/17/1983,5/8/1983,1983,70,Original Production,Play,Lunt-Fontanne Theatre,,,,
The Caine Mutiny Court-Martial,11/6/1983,5/5/1983,1983,185,Original Production,Play,Circle in the Square,,,,
Parade of Stars Playing the Palace,5/2/1983,5/2/1983,1983,0,Original Production,Special,Palace Theatre,,,,
The Ritz,5/2/1983,5/2/1983,1983,0,Revival,Play,Xenon,,,,
My One and Only,3/3/1985,5/1/1983,1983,672,Revival,Musical,St. James Theatre,,,,
Total Abandon,4/28/1983,4/28/1983,1983,0,Original Production,Play,Booth Theatre,,,,
Show Boat,6/26/1983,4/24/1983,1983,63,Original Production,Musical,Uris Theatre,,,,
Teaneck Tanzi: The Venus Flytrap,4/20/1983,4/20/1983,1983,0,Original Production,Play,Nederlander Theatre,,,,
All's Well that Ends Well,5/15/1983,4/13/1983,1983,32,Revival,Play,Martin Beck Theatre,,,,
Porgy and Bess,5/15/1983,4/7/1983,1983,38,Original Production,Musical,Radio City Music Hall,,,,
The Man Who Had Three Arms,4/17/1983,4/5/1983,1983,12,Original Production,Play,Lyceum Theatre,,,,
You Can't Take It With You,1/1/1984,4/4/1983,1983,272,Original Production,Play,Plymouth Theatre,,,,
"'night, Mother",2/26/1984,3/31/1983,1983,332,Original Production,Play,John Golden Theatre,,,,
K2,6/11/1983,3/30/1983,1983,73,Revival,Play,Brooks Atkinson Theatre,,,,
Brighton Beach Memoirs,5/11/1986,3/27/1983,1983,1141,Revival,Play,Alvin Theatre,,,,
Aznavour,3/26/1983,3/14/1983,1983,12,Original Production,Musical,Lunt-Fontanne Theatre,,,,
Marcel Marceau on Broadway,4/17/1983,3/9/1983,1983,39,Revival,Special,Belasco Theatre,,,,
Slab Boys,4/17/1983,3/7/1983,1983,41,Original Production,Play,Playhouse Theatre,,,,
On Your Toes,5/20/1984,3/6/1983,1983,441,Original Production,Musical,Virginia Theatre,,,,
Moose Murders,2/22/1983,2/22/1983,1983,0,Revival,Play,Eugene O'Neill Theatre,,,,
Merlin,8/7/1983,2/13/1983,1983,175,Original Production,Musical,Mark Hellinger Theatre,,,,
A View From the Bridge,6/12/1983,2/3/1983,1983,129,Original Production,Play,Ambassador Theatre,,,,
The Misanthrope,3/27/1983,1/27/1983,1983,59,Original Production,Play,Circle in the Square,,,,
Angels Fall,3/13/1983,1/22/1983,1983,50,Original Production,Play,Longacre Theatre,,,,
Plenty,3/27/1983,1/6/1983,1983,80,Revival,Play,Plymouth Theatre,,,,
Whodunnit,5/15/1983,12/30/1982,1982,136,Revival,Play,Biltmore Theatre,,,,
Alice in Wonderland,1/9/1983,12/23/1982,1982,17,Original Production,Play,Virginia Theatre,,,,
Almost an Eagle,12/19/1982,12/16/1982,1982,3,Original Production,Play,Longacre Theatre,,,,
A Little Family Business,12/26/1982,12/15/1982,1982,11,Revival,Play,Martin Beck Theatre,,,,
Monday After the Miracle,12/18/1982,12/14/1982,1982,4,Original Production,Play,Eugene O'Neill Theatre,,,,
Steaming,2/5/1983,12/12/1982,1982,55,Original Production,Play,Brooks Atkinson Theatre,,,,
Herman Van Veen: All of Him,12/12/1982,12/8/1982,1982,4,Original Production,Special,Ambassador Theatre,,,,
84 Charing Cross Road,2/27/1983,12/7/1982,1982,82,Revival,Play,Nederlander Theatre,,,,
Foxfire,5/15/1983,11/11/1982,1982,185,Revival,Special,Ethel Barrymore Theatre,,,,
"Rock 'N' Roll! The First 5,000 Years",10/31/1982,10/24/1982,1982,7,Revival,Revue,St. James Theatre,,,,
Georgia Brown and Friends,10/21/1982,10/21/1982,1982,0,Original Production,Special,Nederlander Theatre,,,,
The Wake of Jamey Foster,10/23/1982,10/14/1982,1982,9,Original Production,Play,Eugene O'Neill Theatre,,,,
Good,1/30/1983,10/13/1982,1982,109,Original Production,Play,Booth Theatre,,,,
Cats,9/10/2000,10/7/1982,1982,6548,Revival,Musical,Winter Garden Theatre,,,,
The Queen and the Rebels,11/7/1982,9/30/1982,1982,38,Revival,Play,Plymouth Theatre,,,,
A Doll's Life,9/26/1982,9/23/1982,1982,3,Revival,Musical,Mark Hellinger Theatre,,,,
Your Arms Too Short to Box With God,11/7/1982,9/9/1982,1982,59,Original Production,Musical,Alvin Theatre,,,,
Ghosts,10/2/1982,8/30/1982,1982,33,Original Production,Play,Brooks Atkinson Theatre,,,,
Present Laughter,1/2/1983,7/15/1982,1982,171,Original Production,Play,Circle in the Square,,,,
Seven Brides for Seven Brothers,7/11/1982,7/8/1982,1982,3,Revival,Musical,Alvin Theatre,,,,
Cleavage,6/23/1982,6/23/1982,1982,0,Original Production,Musical,Playhouse Theatre,,,,
Torch Song Trilogy,5/19/1985,6/10/1982,1982,1074,Original Production,Play,Little Theatre,,,,
Blues in the Night,6/13/1982,6/2/1982,1982,11,Original Production,Revue,Rialto Theatre,,,,
The Best Little Whorehouse in Texas,7/24/1982,5/31/1982,1982,54,Original Production,Musical,Eugene O'Neill Theatre,,,,
Do Black Patent Leather Shoes Really Reflect Up?,5/30/1982,5/27/1982,1982,3,Original Production,Musical,Alvin Theatre,,,,
Beyond Therapy,6/13/1982,5/26/1982,1982,18,Revival,Play,Brooks Atkinson Theatre,,,,
Nine,2/4/1984,5/9/1982,1982,636,Original Production,Musical,46th Street Theatre,,,,
Is there life after high school?,5/16/1982,5/7/1982,1982,9,Original Production,Musical,Ethel Barrymore Theatre,,,,
The Hothouse,5/30/1982,5/6/1982,1982,24,Revival,Play,Playhouse Theatre,,,,
"""MASTER HAROLD""...and the boys",2/26/1983,5/4/1982,1982,298,Revival,Play,Lyceum Theatre,,,,
Medea,6/27/1982,5/2/1982,1982,56,Revival,Play,Cort Theatre,,,,
Solomon's Child,4/11/1982,4/8/1982,1982,3,Original Production,Play,Little Theatre,,,,
Agnes of God,9/4/1983,3/30/1982,1982,523,Revival,Play,Music Box Theatre,,,,
Eminent Domain,5/23/1982,3/28/1982,1982,56,Original Production,Play,Circle in the Square,,,,
Little Johnny Jones,3/21/1982,3/21/1982,1982,0,Original Production,Musical,Alvin Theatre,,,,
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",4/4/1982,2/18/1982,1982,45,Original Production,Play,Martin Beck Theatre,,,,
The World of Sholom Aleichem,2/28/1982,2/11/1982,1982,17,Original Production,Play,Rialto Theatre,,,,
Colette,3/20/1982,2/9/1982,1982,39,Original Production,Special,Fifth Avenue Theatre,,,,
Special Occasions,2/7/1982,2/7/1982,1982,0,Original Production,Play,Music Box Theatre,,,,
Pump Boys and Dinettes,6/18/1983,2/4/1982,1982,499,Revival,Musical,Princess Theatre,,,,
Othello,5/23/1982,2/3/1982,1982,109,Original Production,Play,Winter Garden Theatre,,,,
Macbeth,2/14/1982,1/28/1982,1982,17,Original Production,Play,Circle in the Square,,,,
Joseph and the Amazing Technicolor Dreamcoat,9/4/1983,1/27/1982,1982,585,Original Production,Musical,Royale Theatre,,,,
The Curse of an Aching Heart,7/24/1982,1/25/1982,1982,180,Original Production,Play,Little Theatre,,,,
Little Me,2/21/1982,1/21/1982,1982,31,Revival,Musical,Eugene O'Neill Theatre,,,,
Keystone,9/4/1983,1/13/1982,1982,599,Original Production,Musical,McCarter Theatre [Mainstage],,,,
Waltz of the Stork,5/23/1982,1/5/1982,1982,138,Original Production,Play,Century Theatre,,,,
Dreamgirls,8/11/1985,12/20/1981,1981,1330,Original Production,Musical,Imperial Theatre,,,,
Duet for One,1/2/1982,12/17/1981,1981,16,Original Production,Play,Royale Theatre,,,,
Kingdoms,12/27/1981,12/13/1981,1981,14,Original Production,Play,Cort Theatre,,,,
Grown Ups,2/20/1982,12/10/1981,1981,72,Original Production,Play,Lyceum Theatre,,,,
The West Side Waltz,3/13/1982,11/19/1981,1981,114,Original Production,Play,Ethel Barrymore Theatre,,,,
The First,12/12/1981,11/17/1981,1981,25,Revival,Musical,Martin Beck Theatre,,,,
Merrily We Roll Along,11/28/1981,11/16/1981,1981,12,Original Production,Musical,Alvin Theatre,,,,
Camelot,1/2/1982,11/15/1981,1981,48,Original Production,Musical,Winter Garden Theatre,,,,
Mass Appeal,5/16/1982,11/12/1981,1981,185,Original Production,Play,Booth Theatre,,,,
"Oh, Brother!",11/11/1981,11/10/1981,1981,1,Original Production,Musical,ANTA Washington Square Theatre,,,,
The Dresser,5/1/1982,11/9/1981,1981,173,Original Production,Play,Brooks Atkinson Theatre,,,,
Ned & Jack,11/8/1981,11/8/1981,1981,0,Original Production,Play,Little Theatre,,,,
Crimes of the Heart,2/13/1983,11/4/1981,1981,466,Original Production,Play,John Golden Theatre,,,,
Einstein and the Polar Bear,10/31/1981,10/29/1981,1981,2,Original Production,Play,Cort Theatre,,,,
Candida,1/3/1982,10/15/1981,1981,80,Revival,Play,Circle in the Square,,,,
Marlowe,11/15/1981,10/12/1981,1981,34,Original Production,Musical,Rialto Theatre,,,,
The Life and Adventures of Nicholas Nickleby,1/3/1982,10/4/1981,1981,91,Original Production,Play,Plymouth Theatre,,,,
A Talent for Murder,12/6/1981,10/1/1981,1981,66,Original Production,Play,Biltmore Theatre,,,,
The Catherine Wheel,10/18/1981,9/22/1981,1981,26,Original Production,Special,Winter Garden Theatre,,,,
An Evening With Dave Allen,10/17/1981,9/20/1981,1981,27,Original Production,Special,Booth Theatre,,,,
Say Hello to Harvey,10/17/1981,9/14/1981,1981,33,Original Production,Special,Royal Alexandra Theatre,,,,
My Fair Lady,11/29/1981,8/18/1981,1981,103,Revival,Musical,Uris Theatre,,,,
The Supporting Cast,9/5/1981,8/6/1981,1981,30,Original Production,Play,Biltmore Theatre,,,,
Fiddler on the Roof,8/23/1981,7/9/1981,1981,45,Original Production,Musical,New York State Theatre,,,,
Scenes and Revelations,7/19/1981,6/25/1981,1981,24,Original Production,Play,Circle in the Square,,,,
A Taste of Honey,11/8/1981,6/24/1981,1981,137,Revival,Play,Century Theatre,,,,
This Was Burlesque,7/20/1981,6/23/1981,1981,27,Original Production,Revue,Princess Theatre,,,,
