,Date_Close,Date_Open,Date_Previews,Intermission,Market,Prod_Type,Run_Time_Minutes,Run_Time_String,Run_Type,Show_Name,Show_Type,Theatre,Theatre_Address
1306,,1/25/1904,, ,Broadway,Original Production Production,,,Unknown,That Man and I,Play, Savoy Theatre,"         Savoy Theatre (New York, NY) 112 W. 34th St. "
1307,5/9/1904,3/21/1904,, ,Broadway,Original Production Production,,,Unknown,The Awakening of Mr. Pipp,Musical, Haverly's 14th Street Theatre,"         Murray Hill Theatre (New York, NY) Lexington Ave. near E.42nd St. "
1308,5/9/1904,11/21/1904,,1,Broadway,Original Production Production,,,Unknown,The Baroness Fiddlesticks,Musical, Casino Theatre,"         Casino Theatre (New York, NY) 1404 Broadway (W. 39th) "
1309,,6/6/1904,, ,Broadway,,,,Unknown,The Black Mask,, Grand Opera House,"         Grand Opera House (New York, NY) 8th Ave. & 23rd St. "
1310,,10/24/1904,,1,Broadway,Original Production Production,,,Unknown,The Cingalee,Musical, Daly's Theatre,"         Daly's Theatre (London, ) Cranbourn Street, Leicester Square London, "
1311,,11/14/1904,, ,Broadway,Revival Production,,,Unknown,The Climbers,Play, Princess Theatre,"         Princess Theatre (New York, NY) 29th St. (Broadway) "
1312,,9/20/1904,, ,Broadway,Original Production Production,,,Unknown,The College Widow,Play, Garden Theatre,"         Garden Theatre (New York, NY) 61 Madison Avenue "
1313,,9/21/1904,, ,Broadway,Original Production Production,,,Unknown,The Coronet of the Duchess,Play, Garrick Theatre,"         Garrick Theatre (New York, NY) 67 W. 35th St. "
1314,,9/1/1904,, ,Broadway,,,,Unknown,The County Chairman,Play, Chickering Hall,"         Chickering Hall (New York, NY) 18th St. (5th Ave.) "
1315,,4/30/1904,, ,Broadway,Original Production Production,,,Unknown,The Crown Prince,Play, Madison Square Roof Garden,"         Madison Square Roof Garden (New York, NY) 22 E. 27th St. (Madison Ave.), Roof "
1316,,8/24/1904,, ,Broadway,Original Production Production,,,Unknown,The Dictator,Play, Criterion Center Stage Right,"         Criterion Center Stage Right (New York, NY) 1530 Broadway at 45th St. "
1317,,4/4/1904,, ,Broadway,Original Production Production,,,Unknown,The Dictator,Play, Criterion Center Stage Right,"         Criterion Center Stage Right (New York, NY) 1530 Broadway at 45th St. "
1318,,9/5/1904,, ,Broadway,Original Production Production,,,Unknown,The Duke of Killicrankie,Play, Empire Theatre,"         Empire Theatre (New York, NY) 1430 Broadway (40th & 41st) "
1319,11/5/1904,10/31/1904,, ,Broadway,Original Production Production,,,Unknown,The Errand Boy,Musical, Haverly's 14th Street Theatre,"         Haverly's 14th Street Theatre (New York, NY) 107 W. 14th St. (Sixth Ave) "
1320,,11/28/1904,, ,Broadway,Original Production Production,,,Unknown,The Fires of St. John,Play, Daly's Theatre,"         Daly's Theatre (New York, NY) 1221 Broadway (30th St.) "
1321,,12/6/1904,, ,Broadway,Original Production Production,,,Unknown,The Fortunes of the King,Play, Lyric Theatre,"         Lyric Theatre (Broadway) (New York, NY) 214 W. 42nd St. "
1322,2/20/1904,2/8/1904,, ,Broadway,Original Production Production,,,Unknown,The Good Old Summertime,Musical, Haverly's 14th Street Theatre,"         Haverly's 14th Street Theatre (New York, NY) 107 W. 14th St. (Sixth Ave) "
1323,,12/12/1904,, ,Broadway,Original Production Production,,,Unknown,The Great Automobile Mystery,Play, Star Theatre,"         Star Theatre (New York, NY) 844 Broadway "
1324,,10/10/1904,, ,Broadway,Original Production Production,,,Unknown,The Harvester,Play, Lyric Theatre,"         Lyric Theatre (Broadway) (New York, NY) 214 W. 42nd St. "
1325,,12/26/1904,, ,Broadway,Original Production Production,,,Unknown,The House of Burnside,Play, Princess Theatre,"         Princess Theatre (New York, NY) 29th St. (Broadway) "
1326,10/29/1904,8/23/1904,, ,Broadway,Original Production Production,,,Unknown,The Isle of Spice,Musical, Majestic Theatre,"         Majestic Theatre (Broadway) (New York, NY) 245 West 44th St. "
1327,,1/25/1904,, ,Broadway,Original Production Production,,,Unknown,The Light That Lies in Woman's Eyes,Play, Criterion Center Stage Right,"         Criterion Center Stage Right (New York, NY) 1530 Broadway at 45th St. "
1328,,12/26/1904,, ,Broadway,Revival Production,,,Unknown,The Little Minister,Play, Empire Theatre,"         Empire Theatre (New York, NY) 1430 Broadway (40th & 41st) "
1329,,7/25/1904,,1,Broadway,Original Production Production,,,Unknown,The Maid and the Mummy,Musical, New York Theatre,"         New York Theatre (New York, NY) 1514-16 Broadway (44th St.) "
1330,,5/2/1904,,1,Broadway,Original Production Production,,,Unknown,The Man from China,Musical, Majestic Theatre,"         Majestic Theatre (Broadway) (New York, NY) 245 West 44th St. "
1331,,2/11/1904,, ,Broadway,Revival Production,,,Unknown,The Man of Destiny,Play, Vaudeville Theatre,"         Vaudeville Theatre (New York, NY) (address unknown) "
1332,,1/18/1904,, ,Broadway,Revival Production,,,Unknown,The Merchant of Venice,Play, Lyric Theatre,"         Lyric Theatre (Broadway) (New York, NY) 214 W. 42nd St. "
1333,,9/26/1904,, ,Broadway,Original Production Production,,,Unknown,The Music Master,Play, The Old Belasco Theatre,"         Bijou Theatre (New York, NY) 1239 Broadway "
1334,,9/12/1904,,1,Broadway,,,,Unknown,The Old Homestead,Play, New York Theatre,"         New York Theatre (New York, NY) 1514-16 Broadway (44th St.) "
1335,,2/10/1904,, ,Broadway,Original Production Production,,,Unknown,The Pit,Play, Lyric Theatre,"         Lyric Theatre (Broadway) (New York, NY) 214 W. 42nd St. "
1336,,4/4/1904,,1,Broadway,Original Production Production,,,Open Run,The Prince of Pilsen,Musical, Daly's Theatre,"         Daly's Theatre (London, ) Cranbourn Street, Leicester Square London, "
1337,,6/3/1904,, ,Broadway,Original Production Production,,,Unknown,The Prince of the World,Play, Murray Hill Theatre,"         Murray Hill Theatre (New York, NY) Lexington Ave. near E.42nd St. "
1338,,11/16/1904,, ,Broadway,Original Production Production,,,Unknown,The Rich Mrs. Repton,Play, Criterion Center Stage Right,"         Criterion Center Stage Right (New York, NY) 1530 Broadway at 45th St. "
1339,,9/5/1904,,1,Broadway,Original Production Production,,,Unknown,The Rogers Brothers in Paris,Musical, New Amsterdam Theatre,"         Liberty Theatre (New York, NY) 234 West 42nd St. "
1340,,9/1/1904,,1,Broadway,Original Production Production,,,Unknown,The Royal Chef,Musical, Lyric Theatre,"         Lyric Theatre (London, ) (Piccadilly Circus) Shaftesbury Avenue London, "
1341,,3/14/1904,, ,Broadway,Original Production Production,,,Unknown,The Ruling Power,Play, Garrick Theatre,"         Garrick Theatre (New York, NY) 67 W. 35th St. "
1342,,1/18/1904,, ,Broadway,Revival Production,,,Unknown,The School for Scandal,Play, Lyric Theatre,"         Lyric Theatre (Broadway) (New York, NY) 214 W. 42nd St. "
1343,,9/1/1904,,1,Broadway,Original Production Production,,,Unknown,The School Girl,Musical, Daly's Theatre,"         Herald Square Theatre (New York, NY) 1331 Broadway (29 W. 35th St.) "
1344,,11/21/1904,, ,Broadway,Original Production Production,,,Unknown,The Second Fiddle,Play, Criterion Center Stage Right,"         Criterion Center Stage Right (New York, NY) 1530 Broadway at 45th St. "
1345,,1/19/1904,, ,Broadway,Original Production Production,,,Unknown,The Secret of Polichinelle,Play, Hoyt's Theatre,"         Princess Theatre (New York, NY) 29th St. (Broadway) "
1346,,9/13/1904,, ,Broadway,Original Production Production,,,Unknown,The Serio-Comic Governess,Play, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. "
1347,,4/5/1904,, ,Broadway,Original Production Production,,,Unknown,The Shepherd King,Play, Knickerbocker Theatre,"         Knickerbocker Theatre (New York, NY) 1396 Broadway and 39th St. "
1348,,10/10/1904,,1,Broadway,Original Production Production,,,Unknown,The Sho-Gun,Musical, Wallack's Theatre,"         Wallack's Theatre (New York, NY) 844 Broadway "
1349,,10/10/1904,, ,Broadway,Original Production Production,,,Unknown,The Sorceress,Play, New Amsterdam Theatre,"         New Amsterdam Theatre (New York, NY) 214 West 42nd St. "
1350,,5/23/1904,,1,Broadway,Original Production Production,,,Unknown,The Southerners,Musical, New York Theatre,"         New York Theatre (New York, NY) 1514-16 Broadway (44th St.) "
1351,,9/5/1904,, ,Broadway,Original Production Production,,,Unknown,The Spellbinder,Play, Herald Square Theatre,"         Herald Square Theatre (New York, NY) 1331 Broadway (29 W. 35th St.) "
1352,10/22/1904,9/12/1904,, ,Broadway,Original Production Production,,,Unknown,The Street Singer,Musical, American Theatre,"         West End Theatre (New York, NY) 263 W. 86th St. "
1353,,1/18/1904,, ,Broadway,Revival Production,,,Unknown,The Taming of the Shrew,Play, Lyric Theatre,"         Lyric Theatre (Broadway) (New York, NY) 214 W. 42nd St. "
1354,,2/22/1904,,1,Broadway,Original Production Production,,,Unknown,The Tenderfoot,Musical, New York Theatre,"         New York Theatre (New York, NY) 1514-16 Broadway (44th St.) "
1355,,2/22/1904,,1,Broadway,Revival Production,,,Unknown,The Toreador,Musical, Academy of Music,"         Academy of Music (New York, NY) E. 14th St. and Irving Place "
1356,2/8/1904,2/8/1904,, ,Broadway,Original Production Production,,,Unknown,The Triumph of Love,Play, Criterion Center Stage Right,"         Criterion Center Stage Right (New York, NY) 1530 Broadway at 45th St. "
1357,,3/28/1904,, ,Broadway,Revival Production,,,Unknown,The Two Orphans,Play, New Amsterdam Theatre,"         New Amsterdam Theatre (New York, NY) 214 West 42nd St. "
1358,12/17/1904,11/21/1904,, ,Broadway,Original Production Production,,,Unknown,The Two Roses,Musical, Broadway Theatre,"         Broadway Theatre (Broadway) (New York, NY) 1681 Broadway "
1359,,11/28/1904,, ,Broadway,Original Production Production,,,Unknown,The Usurper,Play, Knickerbocker Theatre,"         Knickerbocker Theatre (New York, NY) 1396 Broadway and 39th St. "
1360,,1/5/1904,, ,Broadway,Original Production Production,,,Unknown,The Virginian,Play, Manhattan Theatre,"         Manhattan Theatre (New York, NY) 102 W. 33rd St. "
1361,,11/7/1904,, ,Broadway,Original Production Production,,,Unknown,The Way to Kenmare,Play, Haverly's 14th Street Theatre,"         Haverly's 14th Street Theatre (New York, NY) 107 W. 14th St. (Sixth Ave) "
1362,10/3/1904,9/30/1904,, ,Broadway,Original Production Production,,,Unknown,The West Point Cadet,Musical, Princess Theatre,"         Princess Theatre (New York, NY) 29th St. (Broadway) "
1363,,8/27/1904,, ,Broadway,Original Production Production,,,Unknown,The White Tigress of Japan,Play, American Theatre,"         American Theatre (New York, NY) 260 West 42nd Street "
1364,,12/26/1904,, ,Broadway,Revival Production,,,Unknown,The Winter's Tale,Play, Knickerbocker Theatre,"         Knickerbocker Theatre (New York, NY) 1396 Broadway and 39th St. "
1365,,3/21/1904,,1,Broadway,Revival Production,,,Open Run,The Wizard of Oz,Musical, Majestic Theatre,"         Academy of Music (New York, NY) E. 14th St. and Irving Place "
1366,,2/22/1904,,1,Broadway,Original Production Production,,,Unknown,The Yankee Consul,Musical, Broadway Theatre,"         Broadway Theatre (Broadway) (New York, NY) 1681 Broadway "
1367,,1/26/1904,, ,Broadway,Original Production Production,,,Unknown,The Younger Mrs. Parling,Play, Garrick Theatre,"         Garrick Theatre (New York, NY) 67 W. 35th St. "
1368,,4/25/1904,, ,Broadway,Original Production Production,,,Unknown,Tit For Tat,Play, Savoy Theatre,"         Savoy Theatre (New York, NY) 112 W. 34th St. "
1369,,11/7/1904,, ,Broadway,Original Production Production,,,Unknown,Tracked Around the World,Play, Star Theatre,"         Star Theatre (New York, NY) 844 Broadway "
1370,,2/22/1904,, ,Broadway,,,,Unknown,Twelfth Night,Play, Knickerbocker Theatre,"         Knickerbocker Theatre (New York, NY) 1396 Broadway and 39th St. "
1371,,2/8/1904,, ,Broadway,,,,Unknown,Twelfth Night,Play, Knickerbocker Theatre,"         Knickerbocker Theatre (New York, NY) 1396 Broadway and 39th St. "
1372,,5/2/1904,, ,Broadway,,,,Unknown,Two Little Sailor Boys,, Academy of Music,"         Academy of Music (New York, NY) E. 14th St. and Irving Place "
1373,,4/18/1904,,1,Broadway,Revival Production,,,Unknown,Wang,, Lyric Theatre,"         Lyric Theatre (London, ) (Piccadilly Circus) Shaftesbury Avenue London, "
1374,,5/2/1904,, ,Broadway,Revival Production,,,Unknown,When Knighthood Was in Flower,Play, Empire Theatre,"         Empire Theatre (New York, NY) 1430 Broadway (40th & 41st) "
1375,,5/16/1904,,1,Broadway,,,,Unknown,Whoop-Dee-Doo,Musical, New Amsterdam Theatre,"         New Amsterdam Theatre (New York, NY) 214 West 42nd St. "
1376,,11/14/1904,, ,Broadway,Original Production Production,,,Unknown,Why Girls Leave Home,Play, Star Theatre,"         Star Theatre (New York, NY) 844 Broadway "
1377,,11/21/1904,,1,Broadway,Original Production Production,,,Unknown,Woodland,Musical, New York Theatre,"         Grand Opera House (New York, NY) 8th Ave. & 23rd St. "
1378,5/13/1904,5/13/1904,, ,Broadway,Original Production Production,,,Unknown,Yvette,Play, Knickerbocker Theatre,"         Knickerbocker Theatre (New York, NY) 1396 Broadway and 39th St. "
1379,12/3/1904,11/7/1904,, ,Broadway,Revival Production,,,Unknown,Zaza,Play, Lyric Theatre,"         Lyric Theatre (Broadway) (New York, NY) 214 W. 42nd St. "
1380,,11/3/1903,, ,Broadway,Original Production Production,,,Unknown,A Clean Slate,Play, Hoyt's Theatre,"         Hoyt's Theatre (New York, NY) 24th St. (5th and Madison) "
1381,,4/14/1903,,1,Broadway,Original Production Production,,,Unknown,A Fool and His Money,, Madison Square Theatre,"         Madison Square Theatre (New York, NY) South side of 24th Street West of Broadway (between 5th & Madison) "
1382,,12/14/1903,,1,Broadway,,,,Unknown,A Girl from Dixie,Musical, Madison Square Theatre,"         Madison Square Theatre (New York, NY) South side of 24th Street West of Broadway (between 5th & Madison) "
1383,,11/19/1903,, ,Broadway,Original Production Production,,,Unknown,A Japanese Nightingale,Play, Daly's Theatre,"         Daly's Theatre (New York, NY) 1221 Broadway (30th St.) "
1384,,3/30/1903,, ,Broadway,Revival Production,,,Unknown,A Message from Mars,Play, Criterion Center Stage Right,"         Criterion Center Stage Right (New York, NY) 1530 Broadway at 45th St. "
1385,,11/2/1903,, ,Broadway,,,,Unknown,A Midsummer Night's Dream,Play, New Amsterdam Theatre,"         New Amsterdam Theatre (New York, NY) 214 West 42nd St. "
1386,,4/6/1903,, ,Broadway,,,,Unknown,A Modern Crusoe,, Fifth Avenue Theatre,"         Fifth Avenue Theatre (New York, NY) 31 W. 28th St. (Broadway) "
1387,,5/18/1903,, ,Broadway,Original Production Production,,,Unknown,A Mother's Love,Play, American Theatre,"         American Theatre (New York, NY) 260 West 42nd Street "
1388,,8/31/1903,,1,Broadway,Original Production Production,,,Unknown,A Princess of Kensington,, Broadway Theatre,"         Broadway Theatre (Broadway) (New York, NY) 1681 Broadway "
1389,,8/17/1903,,1,Broadway,Original Production Production,,,Unknown,A Son of Rest,Musical, Haverly's 14th Street Theatre,"         Haverly's 14th Street Theatre (New York, NY) 107 W. 14th St. (Sixth Ave) "
1390,,5/25/1903,, ,Broadway,Original Production Production,,,Unknown,A Wife's Secret,, Star Theatre,"         Star Theatre (New York, NY) 844 Broadway "
1391,,10/8/1903,, ,Broadway,,,,Unknown,Are You My Father?,, Bijou Theatre,"         Bijou Theatre (New York, NY) 1239 Broadway "
1392,10/31/1903,9/7/1903,,1,Broadway,Revival Production,,,Unknown,Arrah-Na-Pogue,, Haverly's 14th Street Theatre,"         Haverly's 14th Street Theatre (New York, NY) 107 W. 14th St. (Sixth Ave) "
1393,,10/26/1903,, ,Broadway,,,,Unknown,At Duty's Call,, Star Theatre,"         Star Theatre (New York, NY) 844 Broadway "
1394,,10/13/1903,,1,Broadway,Original Production Production,,,Open Run,Babes in Toyland,Musical, Majestic Theatre,"         Majestic Theatre (Broadway) (New York, NY) 245 West 44th St. "
1395,1/9/1904,11/16/1903,,1,Broadway,Original Production Production,,,Open Run,Babette,Musical, Broadway Theatre,"         Broadway Theatre (Broadway) (New York, NY) 1681 Broadway "
1396,,9/21/1903,, ,Broadway,Revival Production,,,Unknown,Ben Hur,Play, New York Theatre,"         New York Theatre (New York, NY) 1514-16 Broadway (44th St.) "
1397,,12/9/1903,, ,Broadway,Original Production Production,,,Unknown,Candida,Play, Princess Theatre,"         Vaudeville Theatre (New York, NY) (address unknown) "
1398,,11/23/1903,, ,Broadway,,,,Unknown,Captain Barrington,, Manhattan Theatre,"         Manhattan Theatre (New York, NY) 102 W. 33rd St. "
1399,,9/14/1903,, ,Broadway,,,,Unknown,Captain Dieppe,, Herald Square Theatre,"         Empire Theatre (New York, NY) 1430 Broadway (40th & 41st) "
1400,,9/28/1903,, ,Broadway,,,,Unknown,Checkers,, American Theatre,"         American Theatre (New York, NY) 260 West 42nd Street "
1401,,10/19/1903,, ,Broadway,,,,Unknown,Cousin Kate,Play, Hudson Theatre,"         Hudson Theatre (Broadway) (New York, NY) 141 W. 44th St. "
1402,,3/16/1903,, ,Broadway,Original Production Production,,,Unknown,Cynthia,Play, Hoyt's Theatre,"         Hoyt's Theatre (New York, NY) 24th St. (5th and Madison) "
1403,,10/26/1903,, ,Broadway,,,,Unknown,Dante,, Broadway Theatre,"         Broadway Theatre (Broadway) (New York, NY) 1681 Broadway "
1404,,12/14/1903,, ,Broadway,Original Production Production,,,Unknown,Dorothy Vernon of Haddon Hall,Play, New York Theatre,"         Lyric Theatre (Broadway) (New York, NY) 214 W. 42nd St. "
1405,,9/14/1903,, ,Broadway,,,,Unknown,Drink,, Academy of Music,"         Academy of Music (New York, NY) E. 14th St. and Irving Place "
1406,,10/19/1903,,1,Broadway,Revival Production,,,Unknown,Erminie,Musical, Casino Theatre,"         Casino Theatre (New York, NY) 1404 Broadway (W. 39th) "
1407,,1/26/1903,, ,Broadway,Original Production Production,,,Unknown,For Home and Honor,Play, American Theatre,"         American Theatre (New York, NY) 260 West 42nd Street "
1408,,12/14/1903,, ,Broadway,Original Production Production,,,Unknown,"Gentleman by Day, Burglar by Night",Play, Star Theatre,"         Star Theatre (New York, NY) 844 Broadway "
1409,,3/3/1903,, ,Broadway,Revival Production,,,Unknown,Ghosts,Play, Mrs. Osborn's Playhouse,"         Mrs. Osborn's Playhouse (New York, NY) 44th St., near 5th Ave. "
1410,,12/28/1903,, ,Broadway,Original Production Production,,,Unknown,Glad of It,Play, Savoy Theatre,"         Savoy Theatre (New York, NY) 112 W. 34th St. "
1411,,1/5/1903,, ,Broadway,Original Production Production,,,Unknown,Gretna Green,Play, Hoyt's Theatre,"         Hoyt's Theatre (New York, NY) 24th St. (5th and Madison) "
1412,12/30/1903,12/30/1903,, ,Broadway,Original Production Production,,,Unknown,Gypsy,Play, Garrick Theatre,"         Garrick Theatre (New York, NY) 67 W. 35th St. "
1413,,4/28/1903,, ,Broadway,,,,Unknown,Hamlet,Play, Chickering Hall,"         Chickering Hall (New York, NY) 18th St. (5th Ave.) "
1414,,3/23/1903,, ,Broadway,,,,Unknown,Hamlet,Play, Garden Theatre,"         Garden Theatre (New York, NY) 61 Madison Avenue "
1415,,5/4/1903,, ,Broadway,Original Production Production,,,Unknown,Happy Hooligan,Musical, Star Theatre,"         Star Theatre (New York, NY) 844 Broadway "
1416,,10/5/1903,, ,Broadway,,,,Unknown,Hearts Courageous,, Broadway Theatre,"         Broadway Theatre (Broadway) (New York, NY) 1681 Broadway "
1417,,10/5/1903,, ,Broadway,,,,Unknown,Hedda Gabler,Play, Manhattan Theatre,"         Manhattan Theatre (New York, NY) 102 W. 33rd St. "
1418,,9/28/1903,, ,Broadway,,,,Unknown,Her Own Way,, Garrick Theatre,"         Savoy Theatre (New York, NY) 112 W. 34th St. "
1419,,2/18/1903,,1,Broadway,Original Production Production,,,Open Run,In Dahomey,Musical, New York Theatre,"         New York Theatre (New York, NY) 1514-16 Broadway (44th St.) "
1420,3/28/1903,3/23/1903,, ,Broadway,Original Production Production,,,Unknown,In Posterland,Musical, Haverly's 14th Street Theatre,"         Haverly's 14th Street Theatre (New York, NY) 107 W. 14th St. (Sixth Ave) "
1421,,1/5/1903,, ,Broadway,Original Production Production,,,Unknown,Jim Bludso of the Prairie Belle,Play, Haverly's 14th Street Theatre,"         Haverly's 14th Street Theatre (New York, NY) 107 W. 14th St. (Sixth Ave) "
1422,,11/2/1903,, ,Broadway,,,,Unknown,John Ermine of the Yellowstone,, Manhattan Theatre,"         Manhattan Theatre (New York, NY) 102 W. 33rd St. "
1423,,5/25/1903,,1,Broadway,,,,Unknown,John Henry,, Herald Square Theatre,"         Herald Square Theatre (New York, NY) 1331 Broadway (29 W. 35th St.) "
1424,,11/16/1903,, ,Broadway,Original Production Production,,,Unknown,Lady Rose's Daughter,Play, Garrick Theatre,"         Garrick Theatre (New York, NY) 67 W. 35th St. "
1425,,11/2/1903,, ,Broadway,Original Production Production,,,Unknown,Lights of Home,Play, Haverly's 14th Street Theatre,"         Haverly's 14th Street Theatre (New York, NY) 107 W. 14th St. (Sixth Ave) "
1426,,4/13/1903,, ,Broadway,,,,Unknown,Little Lord Fauntleroy,Play, Casino Theatre,"         Casino Theatre (New York, NY) 1404 Broadway (W. 39th) "
1427,,12/14/1903,, ,Broadway,Revival Production,,,Unknown,Lord and Lady Algy,Play, Criterion Center Stage Right,"         Criterion Center Stage Right (New York, NY) 1530 Broadway at 45th St. "
1428,,11/9/1903,, ,Broadway,Revival Production,,,Unknown,Louis XI,Play, Broadway Theatre,"         Broadway Theatre (Broadway) (New York, NY) 1681 Broadway "
1429,,11/11/1903,, ,Broadway,,,,Unknown,Major Andre,, Savoy Theatre,"         Savoy Theatre (New York, NY) 112 W. 34th St. "
1430,,12/8/1903,,1,Broadway,Original Production Production,,,Unknown,Mam'selle Napoleon,Musical, Knickerbocker Theatre,"         Knickerbocker Theatre (New York, NY) 1396 Broadway and 39th St. "
1431,,10/13/1903,, ,Broadway,,,,Unknown,Marta of the Lowlands,, Manhattan Theatre,"         Manhattan Theatre (New York, NY) 102 W. 33rd St. "
1432,,9/14/1903,, ,Broadway,Original Production Production,,,Unknown,Mary of Magdala,Play, Manhattan Theatre,"         Manhattan Theatre (New York, NY) 102 W. 33rd St. "
1433,,12/28/1903,, ,Broadway,Original Production Production,,,Unknown,Merely Mary Ann,Play, Garden Theatre,"         Garrick Theatre (New York, NY) 67 W. 35th St. "
1434,,1/19/1903,, ,Broadway,Original Production Production,,,Unknown,Mice and Men,Play, Garrick Theatre,"         Garrick Theatre (New York, NY) 67 W. 35th St. "
1435,,11/23/1903,, ,Broadway,,,,Unknown,Miss Elizabeth's Prisoner,, Criterion Center Stage Right,"         Criterion Center Stage Right (New York, NY) 1530 Broadway at 45th St. "
1436,,12/2/1903,,1,Broadway,Original Production Production,,,Unknown,Mother Goose,Musical, New Amsterdam Theatre,"         New Amsterdam Theatre (New York, NY) 214 West 42nd St. "
1437,5/16/1903,1/21/1903,, ,Broadway,Original Production Production,,,Unknown,Mr. Bluebeard,Musical, Knickerbocker Theatre,"         Knickerbocker Theatre (New York, NY) 1396 Broadway and 39th St. "
1438,,1/19/1903,,1,Broadway,Original Production Production,,,Unknown,Mr. Pickwick,Musical, Herald Square Theatre,"         Grand Opera House (New York, NY) 8th Ave. & 23rd St. "
1439,,9/7/1903,, ,Broadway,,,,Unknown,Mrs. Deering's Divorce,, Savoy Theatre,"         Savoy Theatre (New York, NY) 112 W. 34th St. "
1440,11/7/1903,11/2/1903,, ,Broadway,Original Production Production,,,Unknown,Mrs. Delaney of Newport,Musical, Grand Opera House,"         Grand Opera House (New York, NY) 8th Ave. & 23rd St. "
1441,5/23/1903,5/4/1903,, ,Broadway,Original Production Production,,,Unknown,My Lady Peggy Goes to Town,Play, Daly's Theatre,"         Daly's Theatre (New York, NY) 1221 Broadway (30th St.) "
1442,,8/24/1903,, ,Broadway,Original Production Production,,,Unknown,My Wife's Husbands,Play, Hoyt's Theatre,"         Hoyt's Theatre (New York, NY) 24th St. (5th and Madison) "
1443,,2/16/1903,,1,Broadway,Original Production Production,,,Unknown,Nancy Brown,Musical, Bijou Theatre,"         Grand Opera House (New York, NY) 8th Ave. & 23rd St. "
1444,,2/2/1903,, ,Broadway,Original Production Production,,,Unknown,Nevada,Play, American Theatre,"         American Theatre (New York, NY) 260 West 42nd Street "
1445,,9/14/1903,, ,Broadway,Original Production Production,,,Unknown,No Wedding Bells for Her,Play, Grand Opera House,"         Grand Opera House (New York, NY) 8th Ave. & 23rd St. "
1446,,10/12/1903,, ,Broadway,,,,Unknown,Old Heidelberg,Play, Lyric Theatre,"         Lyric Theatre (Broadway) (New York, NY) 214 W. 42nd St. "
1447,9/5/1903,7/1/1903,, ,Broadway,Original Production Production,,,Unknown,Otoyo/Japan by Night,Musical, Madison Square Roof Garden,"         Madison Square Roof Garden (New York, NY) 22 E. 27th St. (Madison Ave.), Roof "
1448,,11/30/1903,, ,Broadway,Original Production Production,,,Unknown,Our New Minister,Play, American Theatre,"         American Theatre (New York, NY) 260 West 42nd Street "
1449,11/21/1903,9/10/1903,, ,Broadway,Original Production Production,,,Unknown,Peggy from Paris,Musical, Chickering Hall,"         Chickering Hall (New York, NY) 18th St. (5th Ave.) "
1450,,10/5/1903,, ,Broadway,Original Production Production,,,Unknown,Pretty Peggy,Play, Hoyt's Theatre,"         Hoyt's Theatre (New York, NY) 24th St. (5th and Madison) "
1451,,3/23/1903,, ,Broadway,Original Production Production,,,Unknown,Pretty Peggy,Play, Herald Square Theatre,"         Herald Square Theatre (New York, NY) 1331 Broadway (29 W. 35th St.) "
1452,,6/1/1903,,1,Broadway,Original Production Production,,,Unknown,"Punch, Judy & Company",Revue, Paradise Roof Garden,"         Paradise Roof Garden (New York, NY) 201 W. 42nd St., Roof "
1453,,9/21/1903,, ,Broadway,Original Production Production,,,Unknown,Rachel Goldstein,Play, Grand Opera House,"         Grand Opera House (New York, NY) 8th Ave. & 23rd St. "
1454,,10/27/1903,, ,Broadway,,,,Unknown,"Raffles, the Amateur Cracksman",, Princess Theatre,"         Savoy Theatre (New York, NY) 112 W. 34th St. "
1455,,2/17/1903,, ,Broadway,Original Production Production,,,Unknown,Resurrection,Play, Victoria Theatre,"         Victoria Theatre (New York, NY) 201 West 42nd Street "
1456,,5/25/1903,, ,Broadway,,,,Unknown,Romeo and Juliet,Play, Knickerbocker Theatre,"         Knickerbocker Theatre (New York, NY) 1396 Broadway and 39th St. "
1457,,2/16/1903,, ,Broadway,,,,Unknown,Romeo and Juliet,Play, Mrs. Osborn's Playhouse,"         Mrs. Osborn's Playhouse (New York, NY) 44th St., near 5th Ave. "
1458,,4/27/1903,,1,Broadway,Original Production Production,,,Unknown,Running for Office,Musical, 14th Street Theatre,"         14th Street Theatre (New York, NY) 107 West 14th Street "
1459,,5/4/1903,, ,Broadway,,,,Unknown,"Skipper & Co., Wall Street",, Garrick Theatre,"         Garrick Theatre (New York, NY) 67 W. 35th St. "
1460,3/7/1903,2/23/1903,, ,Broadway,Original Production Production,,,Unknown,Southern Enchantment,Musical, Haverly's 14th Street Theatre,"         Haverly's 14th Street Theatre (New York, NY) 107 W. 14th St. (Sixth Ave) "
1461,4/7/1903,4/2/1903,, ,Broadway,Original Production Production,,,Unknown,Spotless Town,Musical, Haverly's 14th Street Theatre,"         Haverly's 14th Street Theatre (New York, NY) 107 W. 14th St. (Sixth Ave) "
1462,6/4/1904,12/9/1903,, ,Broadway,Original Production Production,,,Unknown,Sweet Kitty Bellairs,Play, The Old Belasco Theatre,"         The Old Belasco Theatre (New York, NY) 207 W. 42nd "
1463,,11/17/1903,, ,Broadway,Original Production Production,,,Unknown,The Admirable Crichton,Play, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. "
1464,,5/4/1903,, ,Broadway,,,,Unknown,The Auctioneer,Play, Victoria Theatre,"         Victoria Theatre (New York, NY) 201 West 42nd Street "
